,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,20%,0%,25%,0%,25%,20%,0%,25%,0%,0%,,,,,,,,,,,SPY,,,,AOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Estrategia,%,,,Max # Posiciones,Max %  por posición,,,,,,,,,,
Date,Smart DCA Acciones,Smart DCA Defensivo,Smart Global 60/40,Satellite Synergy,AllWeather FLEX,AllWeather Leverage,Oso Perezoso,Fuerza 6,Rotacion Defensiva D4,AllWeather TAA,NDX Core 9,BuyHold SPY,BuyHold 60/40,,,Date,Estrategia,BuyHold SPY,BuyHold 60/40,$$ MaxT1,$$ MinT1,$$ Draw Down T1,% Draw Down ,$$ MaxT1,$$ MinT1,$$ Draw Down T1,% Draw Down ,$$ MaxT1,$$ MinT1,$$ Draw Down T1,% Draw Down ,,Date,Estrategia,S&P500,60/40,,,,,,,,,,,,,,,,,,,,,Smart_DCA_Acciones,0%,,,,,,,,,,,,,,
3/6/2007,"$96,624.52 ","$101,226.20 ","$98,466.43 ","$97,917.91 ","$96,811.47 ","$99,351.16 ","$98,477.65 ","$100,169.75 ","$100,000.00 ","$98,249.89 ","$97,471.85 ","$98,199.70 ","$100,000.00 ",,,3/6/2007,"$113,831.77 ","$98,199.70 ","$100,000.00 "," 118,047 "," 113,832 "," (4,215)",-3.6%," 102,676 "," 98,200 "," (4,476)",-4.4%," 100,000 "," 100,000 ", -   ,0.0%,,3/6/2007,-3.6%,-4.4%,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/7/2007,"$96,345.37 ","$101,542.60 ","$98,425.57 ","$97,929.92 ","$96,511.79 ","$99,176.39 ","$98,477.65 ","$100,683.77 ","$100,000.00 ","$98,133.97 ","$96,901.22 ","$98,100.86 ","$100,000.00 ",,,3/7/2007,"$113,776.33 ","$98,100.86 ","$100,000.00 "," 118,047 "," 113,776 "," (4,271)",-3.6%," 102,676 "," 98,101 "," (4,575)",-4.5%," 100,000 "," 100,000 ", -   ,0.0%,,3/7/2007,-3.6%,-4.5%,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/8/2007,"$98,164.23 ","$101,639.78 ","$99,554.95 ","$98,449.56 ","$97,847.51 ","$100,177.49 ","$98,477.65 ","$101,107.79 ","$100,000.00 ","$99,049.45 ","$98,116.18 ","$98,933.94 ","$100,000.00 ",,,3/8/2007,"$114,540.28 ","$98,933.94 ","$100,000.00 "," 118,047 "," 114,540 "," (3,507)",-3.0%," 102,676 "," 98,934 "," (3,742)",-3.6%," 100,000 "," 100,000 ", -   ,0.0%,,3/8/2007,-3.0%,-3.6%,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/9/2007,"$98,333.47 ","$100,921.10 ","$99,369.05 ","$98,466.92 ","$97,914.50 ","$100,223.61 ","$98,477.65 ","$100,550.95 ","$100,000.00 ","$98,986.44 ","$98,324.17 ","$98,962.18 ","$100,000.00 ",,,3/9/2007,"$114,468.07 ","$98,962.18 ","$100,000.00 "," 118,047 "," 114,468 "," (3,579)",-3.0%," 102,676 "," 98,962 "," (3,714)",-3.6%," 100,000 "," 100,000 ", -   ,0.0%,,3/9/2007,-3.0%,-3.6%,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/12/2007,"$98,901.18 ","$101,213.77 ","$99,826.49 ","$98,682.38 ","$98,414.85 ","$100,686.81 ","$98,477.65 ","$100,390.00 ","$100,000.00 ","$99,209.73 ","$99,882.73 ","$99,110.44 ","$100,000.00 ",,,3/12/2007,"$114,976.36 ","$99,110.44 ","$100,000.00 "," 118,047 "," 114,976 "," (3,071)",-2.6%," 102,676 "," 99,110 "," (3,565)",-3.5%," 100,000 "," 100,000 ", -   ,0.0%,,3/12/2007,-2.6%,-3.5%,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/13/2007,"$96,253.86 ","$101,004.72 ","$98,155.75 ","$97,496.15 ","$95,976.12 ","$98,963.13 ","$98,477.65 ","$99,192.57 ","$100,000.00 ","$97,912.70 ","$97,658.70 ","$97,176.00 ","$100,000.00 ",,,3/13/2007,"$113,452.83 ","$97,176.00 ","$100,000.00 "," 118,047 "," 113,453 "," (4,594)",-3.9%," 102,676 "," 97,176 "," (5,500)",-5.4%," 100,000 "," 100,000 ", -   ,0.0%,,3/13/2007,-3.9%,-5.4%,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/14/2007,"$96,667.62 ","$100,947.09 ","$98,380.68 ","$97,726.84 ","$96,705.25 ","$99,375.35 ","$98,477.65 ","$99,542.21 ","$100,000.00 ","$98,290.54 ","$98,898.91 ","$97,903.18 ","$100,000.00 ",,,3/14/2007,"$113,999.49 ","$97,903.18 ","$100,000.00 "," 118,047 "," 113,999 "," (4,047)",-3.4%," 102,676 "," 97,903 "," (4,773)",-4.6%," 100,000 "," 100,000 ", -   ,0.0%,,3/14/2007,-3.4%,-4.6%,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/2007,"$97,285.98 ","$100,973.08 ","$98,761.83 ","$97,869.90 ","$97,178.48 ","$99,915.91 ","$98,477.65 ","$99,490.24 ","$100,000.00 ","$98,573.52 ","$98,259.43 ","$98,037.32 ","$100,000.00 ",,,3/15/2007,"$113,990.38 ","$98,037.32 ","$100,000.00 "," 118,047 "," 113,990 "," (4,056)",-3.4%," 102,676 "," 98,037 "," (4,638)",-4.5%," 100,000 "," 100,000 ", -   ,0.0%,,3/15/2007,-3.4%,-4.5%,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/2007,"$96,932.21 ","$101,468.02 ","$98,747.46 ","$97,794.68 ","$97,005.10 ","$99,648.63 ","$98,477.65 ","$99,766.68 ","$100,000.00 ","$98,634.35 ","$98,113.41 ","$97,762.88 ","$100,000.00 ",,,3/16/2007,"$113,941.12 ","$97,762.88 ","$100,000.00 "," 118,047 "," 113,941 "," (4,106)",-3.5%," 102,676 "," 97,763 "," (4,913)",-4.8%," 100,000 "," 100,000 ", -   ,0.0%,,3/16/2007,-3.5%,-4.8%,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/19/2007,"$98,760.41 ","$101,455.59 ","$99,838.65 ","$98,505.95 ","$98,376.03 ","$100,765.07 ","$98,477.65 ","$100,367.10 ","$100,000.00 ","$99,401.81 ","$98,916.64 ","$98,940.96 ","$100,000.00 ",,,3/19/2007,"$114,713.39 ","$98,940.96 ","$100,000.00 "," 118,047 "," 114,713 "," (3,333)",-2.8%," 102,676 "," 98,941 "," (3,735)",-3.6%," 100,000 "," 100,000 ", -   ,0.0%,,3/19/2007,-2.8%,-3.6%,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/20/2007,"$99,513.45 ","$101,903.07 ","$100,468.98 ","$98,952.69 ","$99,128.47 ","$101,478.23 ","$98,477.65 ","$100,905.13 ","$100,000.00 ","$99,896.46 ","$99,511.61 ","$99,483.81 ","$100,000.00 ",,,3/20/2007,"$115,264.28 ","$99,483.81 ","$100,000.00 "," 118,047 "," 115,264 "," (2,783)",-2.4%," 102,676 "," 99,484 "," (3,192)",-3.1%," 100,000 "," 100,000 ", -   ,0.0%,,3/20/2007,-2.4%,-3.1%,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/21/2007,"$102,090.45 ","$102,360.72 ","$102,197.02 ","$99,982.08 ","$101,210.28 ","$103,082.75 ","$98,477.65 ","$101,782.47 ","$100,000.00 ","$101,175.71 ","$102,338.03 ","$101,119.41 ","$100,000.00 ",,,3/21/2007,"$116,797.23 ","$101,119.41 ","$100,000.00 "," 118,047 "," 116,797 "," (1,250)",-1.1%," 102,676 "," 101,119 "," (1,556)",-1.5%," 100,000 "," 100,000 ", -   ,0.0%,,3/21/2007,-1.1%,-1.5%,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/22/2007,"$101,674.17 ","$101,912.11 ","$101,767.99 ","$99,862.89 ","$100,925.29 ","$102,879.03 ","$98,477.65 ","$102,312.21 ","$100,000.00 ","$100,998.59 ","$101,776.18 ","$101,041.86 ","$100,000.00 ",,,3/22/2007,"$116,714.43 ","$101,041.86 ","$100,000.00 "," 118,047 "," 116,714 "," (1,332)",-1.1%," 102,676 "," 101,042 "," (1,634)",-1.6%," 100,000 "," 100,000 ", -   ,0.0%,,3/22/2007,-1.1%,-1.6%,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/23/2007,"$102,032.91 ","$101,288.35 ","$101,733.83 ","$99,937.35 ","$100,957.86 ","$103,155.22 ","$98,477.65 ","$102,070.66 ","$100,000.00 ","$100,834.26 ","$101,360.69 ","$101,189.91 ","$100,000.00 ",,,3/23/2007,"$116,634.11 ","$101,189.91 ","$100,000.00 "," 118,047 "," 116,634 "," (1,413)",-1.2%," 102,676 "," 101,190 "," (1,486)",-1.4%," 100,000 "," 100,000 ", -   ,0.0%,,3/23/2007,-1.2%,-1.4%,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/26/2007,"$102,022.78 ","$101,896.29 ","$101,970.66 ","$99,905.38 ","$101,111.29 ","$103,217.23 ","$98,477.65 ","$102,526.81 ","$100,000.00 ","$101,177.52 ","$101,581.79 ","$101,055.96 ","$100,000.00 ",,,3/26/2007,"$116,812.53 ","$101,055.96 ","$100,000.00 "," 118,047 "," 116,813 "," (1,234)",-1.0%," 102,676 "," 101,056 "," (1,620)",-1.6%," 100,000 "," 100,000 ", -   ,0.0%,,3/26/2007,-1.0%,-1.6%,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/27/2007,"$101,563.66 ","$101,700.80 ","$101,617.22 ","$99,734.20 ","$100,715.89 ","$102,953.51 ","$98,477.65 ","$102,412.86 ","$100,000.00 ","$100,952.42 ","$101,130.65 ","$100,816.26 ","$100,000.00 ",,,3/27/2007,"$116,571.10 ","$100,816.26 ","$100,000.00 "," 118,047 "," 116,571 "," (1,476)",-1.3%," 102,676 "," 100,816 "," (1,859)",-1.8%," 100,000 "," 100,000 ", -   ,0.0%,,3/27/2007,-1.3%,-1.8%,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/2007,"$100,197.76 ","$101,875.95 ","$100,868.15 ","$99,356.48 ","$99,963.11 ","$102,218.52 ","$98,477.65 ","$102,702.34 ","$100,000.00 ","$100,531.59 ","$99,320.03 ","$100,083.06 ","$100,000.00 ",,,3/28/2007,"$115,931.52 ","$100,083.06 ","$100,000.00 "," 118,047 "," 115,932 "," (2,115)",-1.8%," 102,676 "," 100,083 "," (2,593)",-2.5%," 100,000 "," 100,000 ", -   ,0.0%,,3/28/2007,-1.8%,-2.5%,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/2007,"$101,639.87 ","$101,491.75 ","$101,579.31 ","$99,606.08 ","$100,826.28 ","$102,941.92 ","$98,477.65 ","$103,248.41 ","$100,000.00 ","$100,981.36 ","$99,319.37 ","$100,188.81 ","$100,000.00 ",,,3/29/2007,"$116,298.64 ","$100,188.81 ","$100,000.00 "," 118,047 "," 116,299 "," (1,748)",-1.5%," 102,676 "," 100,189 "," (2,487)",-2.4%," 100,000 "," 100,000 ", -   ,0.0%,,3/29/2007,-1.5%,-2.4%,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/30/2007,"$101,712.97 ","$101,466.89 ","$101,613.17 ","$99,508.43 ","$100,852.57 ","$102,752.31 ","$100,801.12 ","$102,761.60 ","$100,000.00 ","$101,022.97 ","$99,233.45 ","$100,209.96 ","$100,000.00 ",,,3/30/2007,"$116,088.53 ","$100,209.96 ","$100,000.00 "," 118,047 "," 116,089 "," (1,958)",-1.7%," 102,676 "," 100,210 "," (2,466)",-2.4%," 100,000 "," 100,000 ", -   ,0.0%,,3/30/2007,-1.7%,-2.4%,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/2/2007,"$102,198.97 ","$101,636.41 ","$101,972.34 ","$99,671.40 ","$101,252.50 ","$103,476.41 ","$100,801.12 ","$102,563.52 ","$100,000.00 ","$101,520.35 ","$99,651.38 ","$100,322.76 ","$100,000.00 ",,,4/2/2007,"$116,357.11 ","$100,322.76 ","$100,000.00 "," 118,047 "," 116,357 "," (1,690)",-1.4%," 102,676 "," 100,323 "," (2,353)",-2.3%," 100,000 "," 100,000 ", -   ,0.0%,,4/2/2007,-1.4%,-2.3%,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2007,"$103,474.49 ","$101,558.44 ","$102,705.96 ","$99,903.06 ","$102,064.34 ","$104,008.09 ","$100,801.12 ","$102,723.11 ","$100,000.00 ","$102,291.11 ","$100,939.10 ","$101,401.41 ","$100,000.00 ",,,4/3/2007,"$116,898.19 ","$101,401.41 ","$100,000.00 "," 118,047 "," 116,898 "," (1,149)",-1.0%," 102,676 "," 101,401 "," (1,274)",-1.2%," 100,000 "," 100,000 ", -   ,0.0%,,4/3/2007,-1.0%,-1.2%,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/4/2007,"$104,020.48 ","$102,384.47 ","$103,363.36 ","$100,064.63 ","$102,641.71 ","$104,434.54 ","$100,801.12 ","$103,654.80 ","$100,000.00 ","$102,565.16 ","$101,509.06 ","$101,514.21 ","$100,000.00 ",,,4/4/2007,"$117,412.53 ","$101,514.21 ","$100,000.00 "," 118,047 "," 117,413 ", (634),-0.5%," 102,676 "," 101,514 "," (1,162)",-1.1%," 100,000 "," 100,000 ", -   ,0.0%,,4/4/2007,-0.5%,-1.1%,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/2007,"$104,259.51 ","$102,237.57 ","$103,447.92 ","$100,140.01 ","$102,808.91 ","$104,643.75 ","$100,801.12 ","$103,843.75 ","$100,000.00 ","$102,820.37 ","$102,181.63 ","$101,789.16 ","$100,000.00 ",,,4/5/2007,"$117,695.28 ","$101,789.16 ","$100,000.00 "," 118,047 "," 117,695 ", (352),-0.3%," 102,676 "," 101,789 ", (887),-0.9%," 100,000 "," 100,000 ", -   ,0.0%,,4/5/2007,-0.3%,-0.9%,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/9/2007,"$104,520.12 ","$101,648.84 ","$103,368.80 ","$100,054.65 ","$102,939.77 ","$104,808.36 ","$100,801.12 ","$103,357.57 ","$100,000.00 ","$102,892.82 ","$101,900.88 ","$101,930.16 ","$100,000.00 ",,,4/9/2007,"$117,527.63 ","$101,930.16 ","$100,000.00 "," 118,047 "," 117,528 ", (519),-0.4%," 102,676 "," 101,930 ", (746),-0.7%," 100,000 "," 100,000 ", -   ,0.0%,,4/9/2007,-0.4%,-0.7%,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/10/2007,"$105,164.77 ","$102,294.07 ","$104,013.20 ","$100,185.18 ","$103,448.21 ","$105,268.45 ","$100,801.12 ","$104,258.98 ","$100,000.00 ","$103,577.63 ","$103,323.96 ","$102,050.01 ","$100,000.00 ",,,4/10/2007,"$118,249.88 ","$102,050.01 ","$100,000.00 "," 118,250 "," 118,250 ", -   ,0.0%," 102,676 "," 102,050 ", (626),-0.6%," 100,000 "," 100,000 ", -   ,0.0%,,4/10/2007,0.0%,-0.6%,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/11/2007,"$104,416.17 ","$102,196.89 ","$103,525.50 ","$100,068.75 ","$103,065.53 ","$104,889.35 ","$100,801.12 ","$103,944.54 ","$100,000.00 ","$103,039.67 ","$102,144.60 ","$101,634.06 ","$100,000.00 ",,,4/11/2007,"$117,758.37 ","$101,634.06 ","$100,000.00 "," 118,250 "," 117,758 ", (492),-0.4%," 102,676 "," 101,634 "," (1,042)",-1.0%," 100,000 "," 100,000 ", -   ,0.0%,,4/11/2007,-0.4%,-1.0%,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/12/2007,"$105,649.18 ","$102,137.00 ","$104,240.88 ","$100,143.73 ","$103,801.01 ","$105,257.06 ","$100,801.12 ","$104,323.29 ","$100,000.00 ","$104,154.68 ","$101,811.72 ","$102,085.26 ","$100,000.00 ",,,4/12/2007,"$117,876.76 ","$102,085.26 ","$100,000.00 "," 118,250 "," 117,877 ", (373),-0.3%," 102,676 "," 102,085 ", (590),-0.6%," 100,000 "," 100,000 ", -   ,0.0%,,4/12/2007,-0.3%,-0.6%,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/13/2007,"$106,088.70 ","$102,656.80 ","$104,712.00 ","$100,308.90 ","$104,297.40 ","$105,692.80 ","$100,801.12 ","$105,074.84 ","$100,000.00 ","$104,346.02 ","$100,953.53 ","$102,550.56 ","$100,000.00 ",,,4/13/2007,"$117,992.07 ","$102,550.56 ","$100,000.00 "," 118,250 "," 117,992 ", (258),-0.2%," 102,676 "," 102,551 ", (125),-0.1%," 100,000 "," 100,000 ", -   ,0.0%,,4/13/2007,-0.2%,-0.1%,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/16/2007,"$107,292.78 ","$103,370.96 ","$105,719.43 ","$100,586.81 ","$105,213.01 ","$106,480.17 ","$100,801.12 ","$105,444.78 ","$100,000.00 ","$104,977.34 ","$102,525.92 ","$103,523.46 ","$100,000.00 ",,,4/16/2007,"$118,730.08 ","$103,523.46 ","$100,000.00 "," 118,730 "," 118,730 ", -   ,0.0%," 103,523 "," 103,523 ", -   ,0.0%," 100,000 "," 100,000 ", -   ,0.0%,,4/16/2007,0.0%,0.0%,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/17/2007,"$107,006.81 ","$103,331.41 ","$105,532.32 ","$100,713.54 ","$104,903.09 ","$106,344.21 ","$100,801.12 ","$104,935.93 ","$100,000.00 ","$104,581.49 ","$102,396.87 ","$103,798.41 ","$100,000.00 ",,,4/17/2007,"$118,561.96 ","$103,798.41 ","$100,000.00 "," 118,730 "," 118,562 ", (168),-0.1%," 103,798 "," 103,798 ", -   ,0.0%," 100,000 "," 100,000 ", -   ,0.0%,,4/17/2007,-0.1%,0.0%,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/18/2007,"$106,584.31 ","$103,880.59 ","$105,498.53 ","$100,836.69 ","$104,745.38 ","$106,456.78 ","$100,801.12 ","$105,180.56 ","$100,000.00 ","$104,191.01 ","$103,109.20 ","$103,925.31 ","$100,000.00 ",,,4/18/2007,"$118,853.97 ","$103,925.31 ","$100,000.00 "," 118,854 "," 118,854 ", -   ,0.0%," 103,925 "," 103,925 ", -   ,0.0%," 100,000 "," 100,000 ", -   ,0.0%,,4/18/2007,0.0%,0.0%,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/19/2007,"$105,947.08 ","$103,123.49 ","$104,813.95 ","$100,806.43 ","$104,095.00 ","$105,827.63 ","$100,801.12 ","$104,573.70 ","$100,000.00 ","$103,411.88 ","$102,818.91 ","$103,897.11 ","$100,000.00 ",,,4/19/2007,"$118,466.35 ","$103,897.11 ","$100,000.00 "," 118,854 "," 118,466 ", (388),-0.3%," 103,925 "," 103,897 ", (28),0.0%," 100,000 "," 100,000 ", -   ,0.0%,,4/19/2007,-0.3%,0.0%,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/20/2007,"$107,201.35 ","$103,919.01 ","$105,883.78 ","$101,136.06 ","$105,262.25 ","$106,868.93 ","$100,801.12 ","$105,972.99 ","$100,000.00 ","$104,469.95 ","$102,747.87 ","$104,877.06 ","$100,000.00 ",,,4/20/2007,"$119,124.66 ","$104,877.06 ","$100,000.00 "," 119,125 "," 119,125 ", -   ,0.0%," 104,877 "," 104,877 ", -   ,0.0%," 100,000 "," 100,000 ", -   ,0.0%,,4/20/2007,0.0%,0.0%,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2007,"$106,455.26 ","$103,751.77 ","$105,369.66 ","$101,027.58 ","$104,743.46 ","$106,601.60 ","$100,801.12 ","$105,902.90 ","$100,000.00 ","$104,366.42 ","$103,411.91 ","$104,482.26 ","$100,000.00 ",,,4/23/2007,"$119,184.62 ","$104,482.26 ","$100,000.00 "," 119,185 "," 119,185 ", -   ,0.0%," 104,877 "," 104,482 ", (395),-0.4%," 100,000 "," 100,000 ", -   ,0.0%,,4/23/2007,0.0%,-0.4%,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/2007,"$106,412.42 ","$103,518.99 ","$105,251.07 ","$101,087.08 ","$104,585.44 ","$106,582.29 ","$100,801.12 ","$105,144.25 ","$100,000.00 ","$104,254.58 ","$104,686.78 ","$104,524.56 ","$100,000.00 ",,,4/24/2007,"$119,320.75 ","$104,524.56 ","$100,000.00 "," 119,321 "," 119,321 ", -   ,0.0%," 104,877 "," 104,525 ", (353),-0.3%," 100,000 "," 100,000 ", -   ,0.0%,,4/24/2007,0.0%,-0.3%,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/2007,"$107,581.34 ","$103,470.40 ","$105,932.47 ","$101,388.26 ","$105,407.68 ","$107,165.51 ","$100,801.12 ","$106,217.04 ","$100,000.00 ","$105,355.34 ","$107,728.06 ","$105,483.36 ","$100,000.00 ",,,4/25/2007,"$120,555.30 ","$105,483.36 ","$100,000.00 "," 120,555 "," 120,555 ", -   ,0.0%," 105,483 "," 105,483 ", -   ,0.0%," 100,000 "," 100,000 ", -   ,0.0%,,4/25/2007,0.0%,0.0%,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/26/2007,"$107,184.79 ","$102,301.98 ","$105,227.72 ","$101,289.97 ","$104,653.90 ","$106,612.35 ","$100,801.12 ","$105,447.27 ","$100,000.00 ","$105,248.15 ","$109,551.49 ","$105,603.21 ","$100,000.00 ",,,4/26/2007,"$120,660.77 ","$105,603.21 ","$100,000.00 "," 120,661 "," 120,661 ", -   ,0.0%," 105,603 "," 105,603 ", -   ,0.0%," 100,000 "," 100,000 ", -   ,0.0%,,4/26/2007,0.0%,0.0%,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/27/2007,"$106,797.91 ","$102,836.47 ","$105,209.27 ","$101,241.22 ","$104,614.82 ","$106,482.32 ","$100,801.12 ","$105,949.26 ","$100,000.00 ","$105,062.15 ","$109,046.62 ","$105,518.61 ","$100,000.00 ",,,4/27/2007,"$120,617.79 ","$105,518.61 ","$100,000.00 "," 120,661 "," 120,618 ", (43),0.0%," 105,603 "," 105,519 ", (85),-0.1%," 100,000 "," 100,000 ", -   ,0.0%,,4/27/2007,0.0%,-0.1%,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/30/2007,"$105,560.07 ","$102,984.50 ","$104,526.50 ","$101,030.27 ","$103,559.96 ","$105,752.97 ","$105,349.17 ","$105,079.22 ","$100,000.00 ","$103,945.49 ","$107,513.67 ","$104,644.41 ","$100,000.00 ",,,4/30/2007,"$119,792.52 ","$104,644.41 ","$100,000.00 "," 120,661 "," 119,793 ", (868),-0.7%," 105,603 "," 104,644 ", (959),-0.9%," 100,000 "," 100,000 ", -   ,0.0%,,4/30/2007,-0.7%,-0.9%,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/2007,"$105,715.27 ","$102,704.27 ","$104,507.60 ","$101,180.90 ","$103,764.45 ","$105,990.65 ","$105,349.17 ","$105,014.43 ","$100,000.00 ","$104,241.41 ","$108,090.42 ","$104,912.31 ","$100,000.00 ",,,5/1/2007,"$120,010.06 ","$104,912.31 ","$100,000.00 "," 120,661 "," 120,010 ", (651),-0.5%," 105,603 "," 104,912 ", (691),-0.7%," 100,000 "," 100,000 ", -   ,0.0%,,5/1/2007,-0.5%,-0.7%,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/2/2007,"$107,177.64 ","$102,652.29 ","$105,363.64 ","$101,831.78 ","$104,933.00 ","$106,877.81 ","$105,349.17 ","$104,985.75 ","$100,000.00 ","$105,238.46 ","$108,440.02 ","$105,525.66 ","$100,000.00 ",,,5/2/2007,"$120,442.25 ","$105,525.66 ","$100,000.00 "," 120,661 "," 120,442 ", (219),-0.2%," 105,603 "," 105,526 ", (78),-0.1%," 100,000 "," 100,000 ", -   ,0.0%,,5/2/2007,-0.2%,-0.1%,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/3/2007,"$107,707.14 ","$103,195.82 ","$105,898.19 ","$102,251.16 ","$105,528.69 ","$107,235.80 ","$105,349.17 ","$105,742.30 ","$100,000.00 ","$105,831.26 ","$108,786.35 ","$106,096.71 ","$100,000.00 ",,,5/3/2007,"$120,891.34 ","$106,096.71 ","$100,000.00 "," 120,891 "," 120,891 ", -   ,0.0%," 106,097 "," 106,097 ", -   ,0.0%," 100,000 "," 100,000 ", -   ,0.0%,,5/3/2007,0.0%,0.0%,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/4/2007,"$108,201.16 ","$103,952.92 ","$106,497.02 ","$102,422.08 ","$105,792.70 ","$107,373.38 ","$105,349.17 ","$106,147.68 ","$100,000.00 ","$105,791.72 ","$109,571.91 ","$106,498.56 ","$100,000.00 ",,,5/4/2007,"$121,257.66 ","$106,498.56 ","$100,000.00 "," 121,258 "," 121,258 ", -   ,0.0%," 106,499 "," 106,499 ", -   ,0.0%," 100,000 "," 100,000 ", -   ,0.0%,,5/4/2007,0.0%,0.0%,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/7/2007,"$108,636.97 ","$104,135.98 ","$106,831.52 ","$102,616.92 ","$106,100.03 ","$107,876.50 ","$105,349.17 ","$106,073.46 ","$100,000.00 ","$106,122.29 ","$109,445.98 ","$106,519.71 ","$100,000.00 ",,,5/7/2007,"$121,372.37 ","$106,519.71 ","$100,000.00 "," 121,372 "," 121,372 ", -   ,0.0%," 106,520 "," 106,520 ", -   ,0.0%," 100,000 "," 100,000 ", -   ,0.0%,,5/7/2007,0.0%,0.0%,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/8/2007,"$107,474.54 ","$103,730.31 ","$105,972.40 ","$102,148.75 ","$105,439.20 ","$107,311.04 ","$105,349.17 ","$105,625.96 ","$100,000.00 ","$105,653.54 ","$110,553.13 ","$106,378.71 ","$100,000.00 ",,,5/8/2007,"$121,302.28 ","$106,378.71 ","$100,000.00 "," 121,372 "," 121,302 ", (70),-0.1%," 106,520 "," 106,379 ", (141),-0.1%," 100,000 "," 100,000 ", -   ,0.0%,,5/8/2007,-0.1%,-0.1%,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
